state,station,MRI (yrs),R-squared,min wind threshold,coeff a,coeff b,coeff c,coeff d,min wind threshold,coeff a,coeff b,coeff c,coeff d
TX, KTYR,  10, 0.980,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.4517e-01,   9,  0.0000e+00, -4.4888e-05,  8.0987e-04,  1.4152e-01
TX, KTYR,  25, 0.980,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.6396e-01,  10,  0.0000e+00, -4.0664e-05,  7.9390e-04,  1.6009e-01
TX, KTYR,  50, 0.980,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.7825e-01,  11,  0.0000e+00, -3.8220e-05,  8.0706e-04,  1.7399e-01
TX, KTYR, 100, 0.979,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.9263e-01,  12,  0.0000e+00, -3.6317e-05,  8.4044e-04,  1.8777e-01
TX, KTYR, 500, 0.978,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  2.2645e-01,  15,  0.0000e+00, -3.3022e-05,  9.5271e-04,  2.1958e-01
TX, KVCT,   1, 0.992,   0, -5.7703e-07, -2.0002e-05, -2.0418e-04,  1.0692e-01,    ,            ,            ,            ,            
TX, KVCT,   5, 0.995,   0, -3.3463e-07, -1.3391e-05, -5.7888e-04,  1.4430e-01,    ,            ,            ,            ,            
TX, KVCT,  10, 0.995,   0, -2.7378e-07, -1.1991e-05, -6.7209e-04,  1.6005e-01,    ,            ,            ,            ,            
TX, KVCT,  25, 0.995,   0, -2.1502e-07, -1.0712e-05, -7.6089e-04,  1.8070e-01,    ,            ,            ,            ,            
TX, KVCT,  50, 0.995,   0, -1.8097e-07, -1.0093e-05, -8.0824e-04,  1.9620e-01,    ,            ,            ,            ,            
TX, KVCT, 100, 0.995,   0, -1.5280e-07, -9.7310e-06, -8.4193e-04,  2.1162e-01,    ,            ,            ,            ,            
TX, KVCT, 500, 0.995,   0, -9.8965e-08, -1.0022e-05, -8.7238e-04,  2.4718e-01,    ,            ,            ,            ,            
